"Step","phirho1 - reward","phirho1 - reward__MIN","phirho1 - reward__MAX","rho-8 - reward","rho-8 - reward__MIN","rho-8 - reward__MAX","rhophi8 - reward","rhophi8 - reward__MIN","rhophi8 - reward__MAX","rhophi10 - reward","rhophi10 - reward__MIN","rhophi10 - reward__MAX","phi10 - reward","phi10 - reward__MIN","phi10 - reward__MAX","Threefish-phi1 - reward","Threefish-phi1 - reward__MIN","Threefish-phi1 - reward__MAX","Threefish-phi8 - reward","Threefish-phi8 - reward__MIN","Threefish-phi8 - reward__MAX"
"830000","-0.3","-0.3","-0.3","","","","-0.46","-0.46","-0.46","-0.08","-0.08","-0.08","-0.04","-0.04","-0.04","-0.98","-0.98","-0.98","0.5","0.5","0.5"
"832000","-0.75","-0.75","-0.75","","","","-0.21","-0.21","-0.21","-0.77","-0.77","-0.77","0.31","0.31","0.31","-0.83","-0.83","-0.83","-0.17","-0.17","-0.17"
"834000","-0.84","-0.84","-0.84","","","","-0.54","-0.54","-0.54","-0.66","-0.66","-0.66","-0.04","-0.04","-0.04","-0.53","-0.53","-0.53","0.29","0.29","0.29"
"836000","-0.1","-0.1","-0.1","","","","-0.53","-0.53","-0.53","-0.59","-0.59","-0.59","-0.29","-0.29","-0.29","-0.53","-0.53","-0.53","0.25","0.25","0.25"
"838000","0.06","0.06","0.06","","","","-0.42","-0.42","-0.42","-0.53","-0.53","-0.53","-0.08","-0.08","-0.08","-0.06","-0.06","-0.06","-0.25","-0.25","-0.25"
"840000","-0.86","-0.86","-0.86","","","","-0.38","-0.38","-0.38","-0.17","-0.17","-0.17","-0.39","-0.39","-0.39","-0.53","-0.53","-0.53","0.75","0.75","0.75"
"842000","-0.67","-0.67","-0.67","","","","-0.12","-0.12","-0.12","-0.57","-0.57","-0.57","-0.29","-0.29","-0.29","-0.67","-0.67","-0.67","0.6","0.6","0.6"
"844000","-0.7","-0.7","-0.7","","","","-0.31","-0.31","-0.31","-0.33","-0.33","-0.33","-0.04","-0.04","-0.04","-0.67","-0.67","-0.67","-0.16","-0.16","-0.16"
"846000","0.05","0.05","0.05","","","","-0.29","-0.29","-0.29","-0.86","-0.86","-0.86","0.25","0.25","0.25","-0.78","-0.78","-0.78","0.25","0.25","0.25"
"848000","-0.68","-0.68","-0.68","","","","-0.39","-0.39","-0.39","-0.5","-0.5","-0.5","-0.39","-0.39","-0.39","-0.5","-0.5","-0.5","0.21","0.21","0.21"
"850000","-0.71","-0.71","-0.71","","","","-0.46","-0.46","-0.46","-0.92","-0.92","-0.92","0.4","0.4","0.4","-0.65","-0.65","-0.65","0.29","0.29","0.29"
"852000","-0.21","-0.21","-0.21","","","","-0.12","-0.12","-0.12","-0.12","-0.12","-0.12","0.11","0.11","0.11","-0.5","-0.5","-0.5","0.04","0.04","0.04"
"854000","-0.58","-0.58","-0.58","","","","-0.35","-0.35","-0.35","-0.06","-0.06","-0.06","0.25","0.25","0.25","-0.57","-0.57","-0.57","0","0","0"
"856000","-0.46","-0.46","-0.46","","","","-0.36","-0.36","-0.36","-0.79","-0.79","-0.79","0.17","0.17","0.17","-0.3","-0.3","-0.3","-0.08","-0.08","-0.08"
"858000","-0.43","-0.43","-0.43","","","","0","0","0","-0.5","-0.5","-0.5","0.1","0.1","0.1","-0.43","-0.43","-0.43","0.45","0.45","0.45"
"860000","-0.69","-0.69","-0.69","","","","-0.59","-0.59","-0.59","0.08","0.08","0.08","-0.25","-0.25","-0.25","-0.33","-0.33","-0.33","1.06","1.06","1.06"
"862000","-0.59","-0.59","-0.59","","","","-0.42","-0.42","-0.42","-0.18","-0.18","-0.18","0.38","0.38","0.38","-0.1","-0.1","-0.1","0.65","0.65","0.65"
"864000","-0.75","-0.75","-0.75","","","","-0.61","-0.61","-0.61","-0.8","-0.8","-0.8","-0.21","-0.21","-0.21","-0.56","-0.56","-0.56","-0.25","-0.25","-0.25"
"866000","-0.29","-0.29","-0.29","","","","-0.62","-0.62","-0.62","-0.42","-0.42","-0.42","0.54","0.54","0.54","-0.25","-0.25","-0.25","-0.12","-0.12","-0.12"
"868000","-0.25","-0.25","-0.25","","","","-0.85","-0.85","-0.85","-0.57","-0.57","-0.57","-0.11","-0.11","-0.11","-0.72","-0.72","-0.72","0.35","0.35","0.35"
"870000","-0.29","-0.29","-0.29","","","","-0.38","-0.38","-0.38","-0.29","-0.29","-0.29","0.38","0.38","0.38","-0.15","-0.15","-0.15","0.25","0.25","0.25"
"872000","-0.64","-0.64","-0.64","","","","-0.2","-0.2","-0.2","-0.5","-0.5","-0.5","0.03","0.03","0.03","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5"
"874000","-0.91","-0.91","-0.91","","","","-0.56","-0.56","-0.56","-0.14","-0.14","-0.14","-0.15","-0.15","-0.15","-0.64","-0.64","-0.64","0.35","0.35","0.35"
"876000","-0.62","-0.62","-0.62","","","","-0.17","-0.17","-0.17","-0.72","-0.72","-0.72","0.03","0.03","0.03","-0.72","-0.72","-0.72","-0.09","-0.09","-0.09"
"878000","-0.25","-0.25","-0.25","","","","-0.33","-0.33","-0.33","-0.06","-0.06","-0.06","-0.25","-0.25","-0.25","-0.1","-0.1","-0.1","0.46","0.46","0.46"
"880000","-0.25","-0.25","-0.25","","","","-0.75","-0.75","-0.75","-0.04","-0.04","-0.04","0.3","0.3","0.3","-0.15","-0.15","-0.15","0.38","0.38","0.38"
"882000","-0.1","-0.1","-0.1","","","","-0.31","-0.31","-0.31","-0.59","-0.59","-0.59","-0.34","-0.34","-0.34","-0.14","-0.14","-0.14","-0.33","-0.33","-0.33"
"884000","-0.46","-0.46","-0.46","","","","-0.42","-0.42","-0.42","-0.72","-0.72","-0.72","0.45","0.45","0.45","-0.33","-0.33","-0.33","0.05","0.05","0.05"
"886000","-0.53","-0.53","-0.53","","","","-0.43","-0.43","-0.43","-0.66","-0.66","-0.66","0.25","0.25","0.25","-0.68","-0.68","-0.68","0.03","0.03","0.03"
"888000","-0.64","-0.64","-0.64","","","","-0.69","-0.69","-0.69","-0.64","-0.64","-0.64","0.25","0.25","0.25","-0.47","-0.47","-0.47","0.5","0.5","0.5"
"890000","-0.56","-0.56","-0.56","","","","-0.75","-0.75","-0.75","-0.46","-0.46","-0.46","-0.14","-0.14","-0.14","-0.94","-0.94","-0.94","0.75","0.75","0.75"
"892000","-0.88","-0.88","-0.88","","","","-0.19","-0.19","-0.19","0.15","0.15","0.15","0.05","0.05","0.05","-0.55","-0.55","-0.55","0.4","0.4","0.4"
"894000","-0.61","-0.61","-0.61","","","","-0.46","-0.46","-0.46","-0.94","-0.94","-0.94","0.5","0.5","0.5","-0.25","-0.25","-0.25","0.65","0.65","0.65"
"896000","-0.64","-0.64","-0.64","","","","-0.67","-0.67","-0.67","-0.29","-0.29","-0.29","-0.04","-0.04","-0.04","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29"
"898000","-0.59","-0.59","-0.59","","","","-0.5","-0.5","-0.5","-0.34","-0.34","-0.34","-0.5","-0.5","-0.5","-0.93","-0.93","-0.93","-0.14","-0.14","-0.14"
"900000","-0.29","-0.29","-0.29","","","","-0.46","-0.46","-0.46","0.06","0.06","0.06","-0.47","-0.47","-0.47","-0.81","-0.81","-0.81","0.08","0.08","0.08"
"902000","-0.06","-0.06","-0.06","","","","-0.47","-0.47","-0.47","-0.64","-0.64","-0.64","0.12","0.12","0.12","-0.59","-0.59","-0.59","0.33","0.33","0.33"
"904000","-0.39","-0.39","-0.39","","","","-0.66","-0.66","-0.66","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29","-0.54","-0.54","-0.54","-0.12","-0.12","-0.12"
"906000","-0.66","-0.66","-0.66","","","","-0.72","-0.72","-0.72","-0.36","-0.36","-0.36","-0.46","-0.46","-0.46","-0.38","-0.38","-0.38","0.85","0.85","0.85"
"908000","-0.06","-0.06","-0.06","","","","-0.12","-0.12","-0.12","-0.7","-0.7","-0.7","-0.11","-0.11","-0.11","-0.53","-0.53","-0.53","0.32","0.32","0.32"
"910000","-0.59","-0.59","-0.59","","","","-0.28","-0.28","-0.28","-0.33","-0.33","-0.33","0.39","0.39","0.39","-0.81","-0.81","-0.81","0.04","0.04","0.04"
"912000","-0.67","-0.67","-0.67","","","","-0.64","-0.64","-0.64","-0.77","-0.77","-0.77","-0.04","-0.04","-0.04","-0.64","-0.64","-0.64","0.35","0.35","0.35"
"914000","-0.17","-0.17","-0.17","","","","-0.42","-0.42","-0.42","-0.61","-0.61","-0.61","-0.38","-0.38","-0.38","-0.59","-0.59","-0.59","-0.12","-0.12","-0.12"
"916000","-0.5","-0.5","-0.5","","","","-0.54","-0.54","-0.54","-0.54","-0.54","-0.54","0.12","0.12","0.12","-0.65","-0.65","-0.65","0.65","0.65","0.65"
"918000","-0.34","-0.34","-0.34","","","","-0.15","-0.15","-0.15","-0.57","-0.57","-0.57","0.7","0.7","0.7","-0.57","-0.57","-0.57","0.21","0.21","0.21"
"920000","-0.54","-0.54","-0.54","","","","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","0.05","0.05","0.05","-0.54","-0.54","-0.54","0.14","0.14","0.14"
"922000","-0.29","-0.29","-0.29","","","","-0.58","-0.58","-0.58","-0.25","-0.25","-0.25","-0.17","-0.17","-0.17","-0.46","-0.46","-0.46","0.35","0.35","0.35"
"924000","-0.43","-0.43","-0.43","","","","-0.64","-0.64","-0.64","-0.55","-0.55","-0.55","-0.67","-0.67","-0.67","-0.65","-0.65","-0.65","0.14","0.14","0.14"
"926000","-0.58","-0.58","-0.58","","","","-0.68","-0.68","-0.68","-0.34","-0.34","-0.34","0.44","0.44","0.44","-0.41","-0.41","-0.41","0.04","0.04","0.04"
"928000","-0.46","-0.46","-0.46","","","","-0.35","-0.35","-0.35","-0.12","-0.12","-0.12","-0.28","-0.28","-0.28","-0.3","-0.3","-0.3","0.5","0.5","0.5"
"930000","0.12","0.12","0.12","","","","-0.71","-0.71","-0.71","-0.61","-0.61","-0.61","0.31","0.31","0.31","-0.69","-0.69","-0.69","0.07","0.07","0.07"
"932000","-0.39","-0.39","-0.39","","","","-0.47","-0.47","-0.47","-0.59","-0.59","-0.59","-0.22","-0.22","-0.22","-0.81","-0.81","-0.81","-0.05","-0.05","-0.05"
"934000","-0.71","-0.71","-0.71","","","","-0.25","-0.25","-0.25","-0.61","-0.61","-0.61","0.31","0.31","0.31","-0.44","-0.44","-0.44","0","0","0"
"936000","-0.54","-0.54","-0.54","","","","-0.58","-0.58","-0.58","-0.53","-0.53","-0.53","0.21","0.21","0.21","-0.72","-0.72","-0.72","0.54","0.54","0.54"
"938000","-0.75","-0.75","-0.75","","","","-0.75","-0.75","-0.75","-0.1","-0.1","-0.1","0","0","0","-0.77","-0.77","-0.77","0.6","0.6","0.6"
"940000","-0.54","-0.54","-0.54","","","","-0.58","-0.58","-0.58","-0.21","-0.21","-0.21","-0.07","-0.07","-0.07","-0.35","-0.35","-0.35","-0.21","-0.21","-0.21"
"942000","-0.6","-0.6","-0.6","","","","-0.38","-0.38","-0.38","-0.32","-0.32","-0.32","0.04","0.04","0.04","-0.75","-0.75","-0.75","0.29","0.29","0.29"
"944000","-0.64","-0.64","-0.64","","","","-0.53","-0.53","-0.53","-0.21","-0.21","-0.21","0.04","0.04","0.04","-0.54","-0.54","-0.54","0.5","0.5","0.5"
"946000","-0.61","-0.61","-0.61","","","","-0.35","-0.35","-0.35","-0.25","-0.25","-0.25","0.8","0.8","0.8","-0.65","-0.65","-0.65","0.07","0.07","0.07"
"948000","-0.1","-0.1","-0.1","","","","-0.66","-0.66","-0.66","-0.5","-0.5","-0.5","0.08","0.08","0.08","-0.15","-0.15","-0.15","-0.54","-0.54","-0.54"
"950000","-0.62","-0.62","-0.62","","","","-0.42","-0.42","-0.42","-0.21","-0.21","-0.21","0.11","0.11","0.11","-0.5","-0.5","-0.5","0.82","0.82","0.82"
"952000","-0.1","-0.1","-0.1","","","","-0.3","-0.3","-0.3","-0.56","-0.56","-0.56","-0.22","-0.22","-0.22","-0.82","-0.82","-0.82","0.62","0.62","0.62"
"954000","-0.71","-0.71","-0.71","","","","-0.38","-0.38","-0.38","-0.57","-0.57","-0.57","-0.18","-0.18","-0.18","-0.67","-0.67","-0.67","0.36","0.36","0.36"
"956000","-0.75","-0.75","-0.75","","","","-0.75","-0.75","-0.75","-0.67","-0.67","-0.67","0.36","0.36","0.36","-0.75","-0.75","-0.75","-0.14","-0.14","-0.14"
"958000","-0.42","-0.42","-0.42","","","","0.05","0.05","0.05","-0.53","-0.53","-0.53","-0.41","-0.41","-0.41","-0.47","-0.47","-0.47","0.07","0.07","0.07"
"960000","-0.33","-0.33","-0.33","","","","-0.67","-0.67","-0.67","-0.55","-0.55","-0.55","-0.23","-0.23","-0.23","-0.68","-0.68","-0.68","-0.29","-0.29","-0.29"
"962000","-0.81","-0.81","-0.81","","","","-0.21","-0.21","-0.21","-0.67","-0.67","-0.67","-0.61","-0.61","-0.61","-0.46","-0.46","-0.46","0.25","0.25","0.25"
"964000","-0.66","-0.66","-0.66","","","","-0.42","-0.42","-0.42","-0.66","-0.66","-0.66","0.18","0.18","0.18","-0.5","-0.5","-0.5","0.5","0.5","0.5"
"966000","-0.64","-0.64","-0.64","","","","-0.1","-0.1","-0.1","-0.2","-0.2","-0.2","0.29","0.29","0.29","-0.6","-0.6","-0.6","0.3","0.3","0.3"
"968000","0.38","0.38","0.38","","","","-0.5","-0.5","-0.5","-0.29","-0.29","-0.29","-0.25","-0.25","-0.25","-0.39","-0.39","-0.39","0.17","0.17","0.17"
"970000","-0.59","-0.59","-0.59","","","","-0.57","-0.57","-0.57","-0.53","-0.53","-0.53","0.42","0.42","0.42","-0.79","-0.79","-0.79","0.21","0.21","0.21"
"972000","-0.44","-0.44","-0.44","","","","-0.75","-0.75","-0.75","-0.68","-0.68","-0.68","0.25","0.25","0.25","-0.53","-0.53","-0.53","-0.03","-0.03","-0.03"
"974000","-0.38","-0.38","-0.38","","","","0","0","0","-0.21","-0.21","-0.21","0.25","0.25","0.25","-0.54","-0.54","-0.54","0.65","0.65","0.65"
"976000","-0.68","-0.68","-0.68","","","","-0.39","-0.39","-0.39","-0.33","-0.33","-0.33","0.25","0.25","0.25","-0.21","-0.21","-0.21","0.17","0.17","0.17"
"978000","-0.54","-0.54","-0.54","","","","-0.32","-0.32","-0.32","-0.53","-0.53","-0.53","0.12","0.12","0.12","-0.8","-0.8","-0.8","1","1","1"
"980000","-0.32","-0.32","-0.32","","","","-0.15","-0.15","-0.15","-0.66","-0.66","-0.66","0.25","0.25","0.25","-0.47","-0.47","-0.47","0.46","0.46","0.46"
"982000","-0.68","-0.68","-0.68","","","","-0.46","-0.46","-0.46","-0.72","-0.72","-0.72","-0.07","-0.07","-0.07","-0.78","-0.78","-0.78","0","0","0"
"984000","-0.42","-0.42","-0.42","","","","-0.4","-0.4","-0.4","-0.54","-0.54","-0.54","0.25","0.25","0.25","-0.15","-0.15","-0.15","-0.19","-0.19","-0.19"
"986000","-0.4","-0.4","-0.4","","","","-0.56","-0.56","-0.56","-0.43","-0.43","-0.43","-0.07","-0.07","-0.07","-0.6","-0.6","-0.6","0.55","0.55","0.55"
"988000","-0.25","-0.25","-0.25","","","","-0.79","-0.79","-0.79","-0.5","-0.5","-0.5","-0.08","-0.08","-0.08","-0.5","-0.5","-0.5","-0.25","-0.25","-0.25"
"990000","-0.62","-0.62","-0.62","","","","-0.47","-0.47","-0.47","-0.4","-0.4","-0.4","0.62","0.62","0.62","-0.39","-0.39","-0.39","0.11","0.11","0.11"
"992000","-0.68","-0.68","-0.68","","","","-0.59","-0.59","-0.59","-0.41","-0.41","-0.41","0.55","0.55","0.55","-0.3","-0.3","-0.3","-0.19","-0.19","-0.19"
"994000","-0.75","-0.75","-0.75","","","","-0.71","-0.71","-0.71","0.31","0.31","0.31","-0.03","-0.03","-0.03","-0.43","-0.43","-0.43","0.21","0.21","0.21"
"996000","-0.7","-0.7","-0.7","","","","-0.69","-0.69","-0.69","-0.53","-0.53","-0.53","0.25","0.25","0.25","-0.83","-0.83","-0.83","0.12","0.12","0.12"
"998000","-0.61","-0.61","-0.61","","","","-0.36","-0.36","-0.36","-0.1","-0.1","-0.1","0.21","0.21","0.21","-0.81","-0.81","-0.81","0.42","0.42","0.42"
"1000000","-0.46","-0.46","-0.46","","","","-0.43","-0.43","-0.43","-0.45","-0.45","-0.45","0.18","0.18","0.18","-0.5","-0.5","-0.5","0.14","0.14","0.14"
"1002000","-0.71","-0.71","-0.71","","","","-0.75","-0.75","-0.75","0.31","0.31","0.31","0.11","0.11","0.11","","","","","",""
"1004000","-0.46","-0.46","-0.46","","","","-0.33","-0.33","-0.33","-0.56","-0.56","-0.56","0.75","0.75","0.75","","","","","",""
"1006000","-0.59","-0.59","-0.59","","","","-0.3","-0.3","-0.3","-0.53","-0.53","-0.53","0.25","0.25","0.25","","","","","",""
"1008000","-0.62","-0.62","-0.62","","","","-0.71","-0.71","-0.71","0","0","0","0.54","0.54","0.54","","","","","",""
"1010000","-0.64","-0.64","-0.64","","","","-0.78","-0.78","-0.78","-0.42","-0.42","-0.42","0.5","0.5","0.5","","","","","",""
"1012000","-0.62","-0.62","-0.62","","","","-0.69","-0.69","-0.69","0.12","0.12","0.12","0","0","0","","","","","",""
"1014000","-0.2","-0.2","-0.2","","","","-0.91","-0.91","-0.91","-0.05","-0.05","-0.05","0.42","0.42","0.42","","","","","",""
"1016000","-0.39","-0.39","-0.39","","","","0","0","0","-0.47","-0.47","-0.47","0.33","0.33","0.33","","","","","",""
"1018000","-0.21","-0.21","-0.21","","","","-0.38","-0.38","-0.38","-0.25","-0.25","-0.25","0.33","0.33","0.33","","","","","",""
"1020000","-0.21","-0.21","-0.21","","","","-0.59","-0.59","-0.59","-0.69","-0.69","-0.69","0.69","0.69","0.69","","","","","",""
"1022000","-0.86","-0.86","-0.86","","","","-0.36","-0.36","-0.36","-0.32","-0.32","-0.32","0.5","0.5","0.5","","","","","",""
"1024000","-0.62","-0.62","-0.62","","","","-0.46","-0.46","-0.46","-0.73","-0.73","-0.73","0.33","0.33","0.33","","","","","",""
"1026000","-0.42","-0.42","-0.42","","","","-0.3","-0.3","-0.3","-0.58","-0.58","-0.58","0.29","0.29","0.29","","","","","",""
"1028000","-0.06","-0.06","-0.06","","","","-0.83","-0.83","-0.83","-0.67","-0.67","-0.67","0.29","0.29","0.29","","","","","",""
"1030000","-0.38","-0.38","-0.38","","","","-0.54","-0.54","-0.54","-0.21","-0.21","-0.21","-0.25","-0.25","-0.25","","","","","",""
"1032000","-0.47","-0.47","-0.47","","","","-0.57","-0.57","-0.57","-0.05","-0.05","-0.05","0.04","0.04","0.04","","","","","",""
"1034000","-0.68","-0.68","-0.68","","","","-0.62","-0.62","-0.62","-0.25","-0.25","-0.25","0.45","0.45","0.45","","","","","",""
"1036000","-0.67","-0.67","-0.67","","","","-0.44","-0.44","-0.44","-0.59","-0.59","-0.59","0.18","0.18","0.18","","","","","",""
"1038000","-0.81","-0.81","-0.81","","","","-0.21","-0.21","-0.21","-0.29","-0.29","-0.29","-0.38","-0.38","-0.38","","","","","",""
"1040000","-0.64","-0.64","-0.64","","","","-0.45","-0.45","-0.45","-0.12","-0.12","-0.12","0.12","0.12","0.12","","","","","",""
"1042000","-0.72","-0.72","-0.72","","","","-0.21","-0.21","-0.21","-0.57","-0.57","-0.57","0","0","0","","","","","",""
"1044000","-0.1","-0.1","-0.1","","","","-0.42","-0.42","-0.42","-0.21","-0.21","-0.21","-0.42","-0.42","-0.42","","","","","",""
"1046000","-0.4","-0.4","-0.4","","","","-0.42","-0.42","-0.42","-0.69","-0.69","-0.69","-0.11","-0.11","-0.11","","","","","",""
"1048000","-0.73","-0.73","-0.73","","","","-0.69","-0.69","-0.69","-0.22","-0.22","-0.22","0.15","0.15","0.15","","","","","",""
"1050000","-0.59","-0.59","-0.59","","","","-0.65","-0.65","-0.65","-0.29","-0.29","-0.29","0.69","0.69","0.69","","","","","",""
"1052000","0","0","0","","","","-0.1","-0.1","-0.1","0.15","0.15","0.15","0.21","0.21","0.21","","","","","",""
"1054000","-0.45","-0.45","-0.45","","","","-0.35","-0.35","-0.35","-0.12","-0.12","-0.12","0.7","0.7","0.7","","","","","",""
"1056000","-0.7","-0.7","-0.7","","","","-0.43","-0.43","-0.43","-0.5","-0.5","-0.5","-0.31","-0.31","-0.31","","","","","",""
"1058000","-0.5","-0.5","-0.5","","","","-0.45","-0.45","-0.45","-0.44","-0.44","-0.44","0","0","0","","","","","",""
"1060000","-0.79","-0.79","-0.79","","","","-0.36","-0.36","-0.36","-0.06","-0.06","-0.06","-0.29","-0.29","-0.29","","","","","",""
"1062000","-0.29","-0.29","-0.29","","","","-0.58","-0.58","-0.58","-0.38","-0.38","-0.38","-0.25","-0.25","-0.25","","","","","",""
"1064000","-0.62","-0.62","-0.62","","","","-0.5","-0.5","-0.5","-0.75","-0.75","-0.75","-0.04","-0.04","-0.04","","","","","",""
"1066000","-0.77","-0.77","-0.77","","","","-0.21","-0.21","-0.21","-0.46","-0.46","-0.46","0.21","0.21","0.21","","","","","",""
"1068000","-0.75","-0.75","-0.75","","","","-0.17","-0.17","-0.17","0.06","0.06","0.06","-0.06","-0.06","-0.06","","","","","",""
"1070000","-0.66","-0.66","-0.66","","","","-0.35","-0.35","-0.35","-0.69","-0.69","-0.69","-0.11","-0.11","-0.11","","","","","",""
"1072000","-0.75","-0.75","-0.75","","","","-0.82","-0.82","-0.82","-0.69","-0.69","-0.69","0.04","0.04","0.04","","","","","",""
"1074000","-0.58","-0.58","-0.58","","","","-0.62","-0.62","-0.62","-0.46","-0.46","-0.46","-0.05","-0.05","-0.05","","","","","",""
"1076000","-0.38","-0.38","-0.38","","","","-0.64","-0.64","-0.64","-0.82","-0.82","-0.82","0.25","0.25","0.25","","","","","",""
"1078000","-0.41","-0.41","-0.41","","","","-0.75","-0.75","-0.75","0.05","0.05","0.05","0.04","0.04","0.04","","","","","",""
"1080000","-0.67","-0.67","-0.67","","","","-0.62","-0.62","-0.62","-0.62","-0.62","-0.62","0","0","0","","","","","",""
"1082000","-0.21","-0.21","-0.21","","","","-0.58","-0.58","-0.58","-0.25","-0.25","-0.25","0.3","0.3","0.3","","","","","",""
"1084000","-0.32","-0.32","-0.32","","","","-0.33","-0.33","-0.33","-0.29","-0.29","-0.29","0.07","0.07","0.07","","","","","",""
"1086000","-0.5","-0.5","-0.5","","","","-0.72","-0.72","-0.72","0","0","0","-0.04","-0.04","-0.04","","","","","",""
"1088000","-0.79","-0.79","-0.79","","","","-0.53","-0.53","-0.53","-0.43","-0.43","-0.43","-0.29","-0.29","-0.29","","","","","",""
"1090000","-0.46","-0.46","-0.46","","","","-0.54","-0.54","-0.54","-0.62","-0.62","-0.62","-0.42","-0.42","-0.42","","","","","",""
"1092000","-0.12","-0.12","-0.12","","","","-0.79","-0.79","-0.79","-0.54","-0.54","-0.54","-0.04","-0.04","-0.04","","","","","",""
"1094000","-0.53","-0.53","-0.53","","","","-0.31","-0.31","-0.31","-0.5","-0.5","-0.5","-0.31","-0.31","-0.31","","","","","",""
"1096000","-0.58","-0.58","-0.58","","","","-0.5","-0.5","-0.5","-0.1","-0.1","-0.1","-0.33","-0.33","-0.33","","","","","",""
"1098000","-0.2","-0.2","-0.2","","","","-0.5","-0.5","-0.5","-0.21","-0.21","-0.21","-0.3","-0.3","-0.3","","","","","",""
"1100000","-0.25","-0.25","-0.25","","","","-0.2","-0.2","-0.2","-0.54","-0.54","-0.54","0.3","0.3","0.3","","","","","",""
"1102000","-0.75","-0.75","-0.75","","","","-0.39","-0.39","-0.39","-0.38","-0.38","-0.38","0.33","0.33","0.33","","","","","",""
"1104000","-0.25","-0.25","-0.25","","","","0.12","0.12","0.12","-0.57","-0.57","-0.57","0.12","0.12","0.12","","","","","",""
"1106000","-0.59","-0.59","-0.59","","","","-0.08","-0.08","-0.08","-0.33","-0.33","-0.33","0.45","0.45","0.45","","","","","",""
"1108000","-0.65","-0.65","-0.65","","","","-0.57","-0.57","-0.57","0.19","0.19","0.19","0.4","0.4","0.4","","","","","",""
"1110000","-0.47","-0.47","-0.47","","","","-0.61","-0.61","-0.61","-0.46","-0.46","-0.46","0.94","0.94","0.94","","","","","",""
"1112000","-0.59","-0.59","-0.59","","","","-0.3","-0.3","-0.3","0.05","0.05","0.05","0.04","0.04","0.04","","","","","",""
"1114000","-0.5","-0.5","-0.5","","","","-0.41","-0.41","-0.41","-0.25","-0.25","-0.25","0.05","0.05","0.05","","","","","",""
"1116000","-0.69","-0.69","-0.69","","","","-0.2","-0.2","-0.2","-0.05","-0.05","-0.05","-0.08","-0.08","-0.08","","","","","",""
"1118000","-0.46","-0.46","-0.46","","","","-0.35","-0.35","-0.35","-0.21","-0.21","-0.21","0.75","0.75","0.75","","","","","",""
"1120000","-0.46","-0.46","-0.46","","","","-0.5","-0.5","-0.5","-0.56","-0.56","-0.56","0.69","0.69","0.69","","","","","",""
"1122000","-0.53","-0.53","-0.53","","","","-0.1","-0.1","-0.1","-0.17","-0.17","-0.17","0.11","0.11","0.11","","","","","",""
"1124000","-0.08","-0.08","-0.08","","","","-0.69","-0.69","-0.69","-0.5","-0.5","-0.5","0.65","0.65","0.65","","","","","",""
"1126000","-0.72","-0.72","-0.72","","","","-0.29","-0.29","-0.29","-0.4","-0.4","-0.4","1.12","1.12","1.12","","","","","",""
"1128000","-0.38","-0.38","-0.38","","","","-0.43","-0.43","-0.43","-0.36","-0.36","-0.36","-0.45","-0.45","-0.45","","","","","",""
"1130000","-0.57","-0.57","-0.57","","","","-0.25","-0.25","-0.25","-0.61","-0.61","-0.61","0.21","0.21","0.21","","","","","",""
"1132000","-0.57","-0.57","-0.57","","","","-0.53","-0.53","-0.53","-0.75","-0.75","-0.75","0.04","0.04","0.04","","","","","",""
"1134000","-0.62","-0.62","-0.62","","","","-0.36","-0.36","-0.36","-0.59","-0.59","-0.59","0","0","0","","","","","",""
"1136000","-0.53","-0.53","-0.53","","","","-0.53","-0.53","-0.53","0.12","0.12","0.12","-0.11","-0.11","-0.11","","","","","",""
"1138000","-0.8","-0.8","-0.8","","","","-0.69","-0.69","-0.69","-0.72","-0.72","-0.72","0.69","0.69","0.69","","","","","",""
"1140000","-0.38","-0.38","-0.38","","","","-0.35","-0.35","-0.35","-0.75","-0.75","-0.75","-0.53","-0.53","-0.53","","","","","",""
"1142000","-0.5","-0.5","-0.5","","","","-0.38","-0.38","-0.38","-0.53","-0.53","-0.53","0.12","0.12","0.12","","","","","",""
"1144000","-0.41","-0.41","-0.41","","","","-0.72","-0.72","-0.72","-0.25","-0.25","-0.25","0.21","0.21","0.21","","","","","",""
"1146000","-0.65","-0.65","-0.65","","","","-0.5","-0.5","-0.5","-0.47","-0.47","-0.47","-0.04","-0.04","-0.04","","","","","",""
